Timestamp,RMS,Natural_Freq,Freq_Shift,Damage_Index,Status,Mode
2025-10-02 19:38:26.002,0.007349,2.000,0.500,100.00,DAMAGED,ANALYSIS
2025-10-02 19:38:26.571,0.007288,2.000,0.500,100.00,DAMAGED,ANALYSIS
2025-10-02 19:38:27.119,0.007270,2.000,0.500,100.00,DAMAGED,ANALYSIS
2025-10-02 19:38:27.646,0.007278,2.000,0.500,100.00,DAMAGED,ANALYSIS
2025-10-02 19:38:28.143,0.007307,2.000,0.500,100.00,DAMAGED,ANALYSIS
2025-10-02 19:38:28.644,0.007304,2.000,0.500,100.00,DAMAGED,ANALYSIS
2025-10-02 19:38:29.144,0.007324,2.000,0.500,100.00,DAMAGED,ANALYSIS
2025-10-02 19:38:29.629,0.007379,2.000,0.500,100.00,DAMAGED,ANALYSIS
2025-10-02 19:38:30.117,0.007360,2.000,0.500,100.00,DAMAGED,ANALYSIS
2025-10-02 19:38:30.608,0.005592,8.000,6.500,100.00,DAMAGED,ANALYSIS
2025-10-02 19:38:31.101,0.004652,15.000,13.500,100.00,DAMAGED,ANALYSIS
2025-10-02 19:38:31.603,0.004567,15.000,13.500,100.00,DAMAGED,ANALYSIS
2025-10-02 19:38:32.130,0.004570,15.000,13.500,100.00,DAMAGED,ANALYSIS
2025-10-02 19:38:32.657,0.004524,2.000,0.500,100.00,DAMAGED,ANALYSIS
2025-10-02 19:38:33.180,0.004441,2.000,0.500,100.00,DAMAGED,ANALYSIS
2025-10-02 19:38:33.694,0.004385,2.000,0.500,100.00,DAMAGED,ANALYSIS
2025-10-02 19:38:34.233,0.004442,2.000,0.500,100.00,DAMAGED,ANALYSIS
